index,Numéro question,Question,Réponse Attendue,Réponse LLM,Score Qualité (LLM),Documents & Scores Distance (Pour le Seuil),Lieux tiré des métadonnées,Date de début tiré des métadonnées,Seuil utilisé min,Nombre de documents utilisés max,Eval Humaine
faiss_index_short,Question 11 :,Y a-t-il des spectacles de marionnettes ou visuels ?,"Oui, 'Maison de Poupée' par Plexus Polaire (Yngvild Aspeli) semble correspondre.","Non, il n'y a pas d'informations sur des spectacles de marionnettes ou visuels dans les événements fournis.",0.7544,Doc 9 (Score: 0.6830000281333923) | Doc 40 (Score: 0.6830000281333923) | Doc 68 (Score: 0.6819999814033508),mosquée de parisM | mosquée de parisM | Theatre de Belleville,2026-03-17T18:30:00+00:00 | 2026-01-27T18:00:00+00:00 | 2024-07-02T08:00:00+00:00,0.5,3,
faiss_index_short,Question 12 :,Donne-moi une idée de sortie culturelle pour février 2026.,"En février, il y a l'opéra 'L'homme qui aimait les chiens' (Court-Circuit).","En février 2026, tu peux assister à ""Les Rois de la Supply Chain"" le 29 janvier 2026 à Paris, un forum professionnel sur l'innovation en logistique. C'est gratuit sur inscription pour les pros du secteur.

Pour d'autres idées culturelles, je n'ai pas d'informations disponibles dans les événements fournis.",0.8078,Doc 41 (Score: 0.6470000147819519) | Doc 85 (Score: 0.6320000290870667) | Doc 84 (Score: 0.6309999823570251),Cité Internationale Universitaire de Paris | BARLONE | Théâtre du Châtelet,2026-01-29T07:30:00+00:00 | 2025-11-29T21:30:00+00:00 | 2025-11-30T10:00:00+00:00,0.5,3,
faiss_index_short,Question 13 :,Y a-t-il un concert de Beyoncé prévu ?,Je ne trouve aucune information sur un concert de Beyoncé dans les événements.,"Non, il n'y a pas de concert de Beyoncé prévu dans les événements fournis.",0.9557,Doc 98 (Score: 0.6489999890327454) | Doc 86 (Score: 0.6420000195503235) | Doc 68 (Score: 0.6389999985694885),BARLONE | DJOON | Theatre de Belleville,2025-11-27T21:00:00+00:00 | 2025-11-29T22:00:00+00:00 | 2024-07-02T08:00:00+00:00,0.5,3,
faiss_index_short,Question 14 :,Quel est le programme du Festival d'Avignon 2026 ?,"Je ne dispose que des événements culturels à Paris (ou dans la base fournie), pas ceux d'Avignon.",L'information sur le programme du Festival d'Avignon 2026 n'est pas présente dans les événements fournis.,0.8478,Doc 59 (Score: 0.6899999976158142) | Doc 41 (Score: 0.6690000295639038) | Doc 36 (Score: 0.6589999794960022),Pavillons de Bercy - Musée des arts forains | Cité Internationale Universitaire de Paris | Théâtre des Gémeaux parisiens,2025-12-26T09:00:00+00:00 | 2026-01-29T07:30:00+00:00 | 2025-10-27T19:30:00+00:00,0.5,3,
faiss_index_short,Question 15 :,Quels sont les horaires d'ouverture de la Tour Eiffel ?,"Je n'ai pas d'information sur les horaires touristiques de la Tour Eiffel, seulement sur des événements culturels ponctuels.",L'information sur les horaires d'ouverture de la Tour Eiffel n'est pas présente dans les événements fournis.,0.9457,Doc 30 (Score: 0.7289999723434448) | Doc 38 (Score: 0.7099999785423279) | Doc 29 (Score: 0.703000009059906),Stephenson Formation | Le Cordon Bleu Paris | FERRANDI Paris,2026-02-07T09:00:00+00:00 | 2026-01-31T13:30:00+00:00 | 2026-02-07T08:00:00+00:00,0.5,3,
faiss_index_short,Question 16 :,Y a-t-il un événement le 14 juillet 2030 ?,Je n'ai pas d'événements enregistrés pour cette date (ma base s'arrête avant).,"Non, il n'y a pas d'événement prévu le 14 juillet 2030 dans les informations fournies.",0.8241,Doc 25 (Score: 0.6639999747276306) | Doc 30 (Score: 0.6639999747276306) | Doc 41 (Score: 0.6629999876022339),HEC Alumni | Stephenson Formation | Cité Internationale Universitaire de Paris,2026-02-11T17:30:00+00:00 | 2026-02-07T09:00:00+00:00 | 2026-01-29T07:30:00+00:00,0.5,3,
faiss_index_short,Question 17 :,Qui a gagné le match PSG-OM hier ?,"Je suis un assistant culturel, je n'ai pas d'informations sur les résultats sportifs récents.",L'information sur le match PSG-OM n'est pas présente dans les événements fournis.,0.8096,Doc 39 (Score: 0.6050000190734863) | Doc 67 (Score: 0.597000002861023) | Doc 78 (Score: 0.5879999995231628),Théâtre de la Bastille | Théâtre des Bouffes du Nord | TLM,2026-01-19T19:00:00+00:00 | 2025-12-04T19:00:00+00:00 | 2025-12-06T16:00:00+00:00,0.5,3,
faiss_index_short,Question 18 :,Je veux sortir.,"Quel type de sortie cherchez-vous ? (Théâtre, Concert, Exposition...)","Tu as plusieurs options :

1. **Comme une impression** au Musée de la poste jusqu'au 27 décembre 2025. Tarifs : 6 à 14 €, accessible dès 6 ans.
2. **Le plaisir, la peur et le triomphe** au Théâtre de la Bastille du 19 au 30 janvier 2026. Entrées payantes.
3. **Journée Portes Ouvertes** au Cordon Bleu Paris le 31 janvier 2026.

Si tu veux plus de détails sur un événement, dis-le-moi !",0.8585,Doc 63 (Score: 0.6460000276565552) | Doc 39 (Score: 0.6449999809265137) | Doc 38 (Score: 0.6370000243186951),Musée de la poste | Théâtre de la Bastille | Le Cordon Bleu Paris,2025-11-15T10:00:00+00:00 | 2026-01-19T19:00:00+00:00 | 2026-01-31T13:30:00+00:00,0.5,3,
faiss_index_short,Question 19 :,C'est combien ?,Le prix dépend de l'événement. De quel spectacle parlez-vous ?,"Pour ""Comme une impression"" au Musée de la poste, les tarifs sont 6 €, 8 € ou 14 € selon l'âge.

Pour ""Hmar Lil - Somnambule"" au Théâtre 13, les tarifs varient de 5 € à 25 € selon la catégorie.

Pour ""Danses en-jeu(x)"" au CRR de Paris, l'entrée est libre dans la limite des places disponibles.

Si tu cherches un autre événement, précise-le.",0.8684,Doc 63 (Score: 0.7129999995231628) | Doc 7 (Score: 0.6759999990463257) | Doc 10 (Score: 0.6729999780654907),Musée de la poste | Théâtre 13 / Bibliothèque | CRR de Paris - Auditorium Marcel Landowski,2025-11-15T10:00:00+00:00 | 2026-03-10T19:00:00+00:00 | 2026-03-16T18:00:00+00:00,0.5,3,
faiss_index_short,Question 20 :,Est-ce que c'est bien ?,"Je peux vous donner la description des événements, mais je n'ai pas d'avis subjectif.","Je ne peux pas dire si c'est bien, car les événements ne mentionnent pas d'avis ou de critiques.",0.9013,Doc 78 (Score: 0.6510000228881836) | Doc 63 (Score: 0.6449999809265137) | Doc 68 (Score: 0.640999972820282),TLM | Musée de la poste | Theatre de Belleville,2025-12-06T16:00:00+00:00 | 2025-11-15T10:00:00+00:00 | 2024-07-02T08:00:00+00:00,0.5,3,
faiss_index_short,Question 1 :,Quel est le prix des places pour le spectacle 'Le Balcon : Les Lundis Musicaux' ?,Le prix est compris entre 12 et 30€.,L'information sur le prix des places pour le spectacle 'Le Balcon : Les Lundis Musicaux' n'est pas présente dans les événements fournis.,0.797,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 2 :,Qui assure la direction artistique de la pièce 'La Mouche' ?,"C'est la Compagnie Point Fixe, sous la direction de Valérie Lesort et Christian Hecq.",L'information sur la direction artistique de la pièce *La Mouche* n'est pas présente dans les événements fournis.,0.7683,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 3 :,Quelles sont les dates de représentation de 'Kohlhaas' ?,Du 24 mars 2026 au 1er avril 2026.,Les dates de représentation de 'Kohlhaas' ne sont pas mentionnées dans les événements fournis.,0.7661,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 4 :,"De quoi parle l'exposition 'Soulages, une autre lumière' ?",Elle présente l'œuvre sur papier de Pierre Soulages.,"L'exposition ""Soulages, une autre lumière"" présente l'œuvre sur papier de Pierre Soulages, un aspect important de son parcours artistique.",0.8994,Doc 53 (Score: 0.8299999833106995),Musée du Luxembourg,2025-09-08T08:30:00+00:00,0.8,3,
faiss_index_short,Question 5 :,Y a-t-il un événement de recrutement pour la SNCF ?,"Oui, il y a une présentation du métier de Conducteur de Trains le 9 février 2026.","Non, il n'y a pas d'événement de recrutement pour la SNCF dans les informations fournies.",0.8316,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 6 :,Quel compositeur est joué par Les Talens Lyriques dans 'Ascanio in Alba' ?,C'est une œuvre de Mozart.,Le compositeur joué par Les Talens Lyriques dans *Ascanio in Alba* est Mozart.,0.8373,Doc 2 (Score: 0.8199999928474426),Théâtre des Champs Elysées,2026-03-25T18:30:00+00:00,0.8,3,
faiss_index_short,Question 7 :,Quels spectacles peut-on voir en mars 2026 ?,"En mars 2026, il y a 'Kohlhaas', 'Moi, Elles', 'Ascanio in Alba', 'Maison de Poupée' et 'Le Balcon'.",Je n'ai pas d'informations sur les spectacles prévus en mars 2026.,0.8512,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 8 :,Je cherche un spectacle lyrique ou un opéra. Que proposes-tu ?,Tu peux voir 'Ascanio in Alba' (Mozart) ou 'L'homme qui aimait les chiens' (opéra de chambre).,Je n'ai pas d'informations sur les spectacles lyriques ou opéras disponibles. Désolé !,0.8386,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 9 :,Y a-t-il des événements gratuits ou sur inscription ?,"Oui, 'Kohlhaas' est sur réservation (experts DRAC) et 'Moi, Elles' est sur inscription.",Les événements mentionnés ne précisent pas s'ils sont gratuits ou sur inscription.,0.7935,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 10 :,Quels sont les concerts de musique classique disponibles ?,"Il y a les concerts des 'Talens Lyriques', 'Le Balcon' (récital Contes) et 'Les Cris de Paris'.",Les événements fournis ne mentionnent pas de concerts de musique classique disponibles.,0.8315,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 11 :,Y a-t-il des spectacles de marionnettes ou visuels ?,"Oui, 'Maison de Poupée' par Plexus Polaire (Yngvild Aspeli) semble correspondre.","Non, les événements fournis ne mentionnent pas de spectacles de marionnettes ou visuels.",0.7524,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 12 :,Donne-moi une idée de sortie culturelle pour février 2026.,"En février, il y a l'opéra 'L'homme qui aimait les chiens' (Court-Circuit).",Je n'ai pas d'informations sur les événements culturels prévus pour février 2026.,0.7722,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 13 :,Y a-t-il un concert de Beyoncé prévu ?,Je ne trouve aucune information sur un concert de Beyoncé dans les événements.,"Non, il n'y a pas d'information sur un concert de Beyoncé dans les événements fournis.",0.964,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 14 :,Quel est le programme du Festival d'Avignon 2026 ?,"Je ne dispose que des événements culturels à Paris (ou dans la base fournie), pas ceux d'Avignon.",Je n'ai pas d'informations sur le programme du Festival d'Avignon 2026.,0.8487,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 15 :,Quels sont les horaires d'ouverture de la Tour Eiffel ?,"Je n'ai pas d'information sur les horaires touristiques de la Tour Eiffel, seulement sur des événements culturels ponctuels.",Les horaires d'ouverture de la Tour Eiffel ne sont pas mentionnés dans les événements fournis.,0.9365,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 16 :,Y a-t-il un événement le 14 juillet 2030 ?,Je n'ai pas d'événements enregistrés pour cette date (ma base s'arrête avant).,"Non, il n'y a pas d'information sur un événement le 14 juillet 2030 dans les données fournies.",0.8481,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 17 :,Qui a gagné le match PSG-OM hier ?,"Je suis un assistant culturel, je n'ai pas d'informations sur les résultats sportifs récents.",Je n'ai pas d'information sur le match PSG-OM d'hier.,0.8565,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 18 :,Je veux sortir.,"Quel type de sortie cherchez-vous ? (Théâtre, Concert, Exposition...)",Je n'ai pas d'informations sur les événements culturels ou sorties disponibles. Désolé !,0.8346,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 19 :,C'est combien ?,Le prix dépend de l'événement. De quel spectacle parlez-vous ?,L'information n'est pas présente dans les événements fournis.,0.7899,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 20 :,Est-ce que c'est bien ?,"Je peux vous donner la description des événements, mais je n'ai pas d'avis subjectif.",Je ne peux pas répondre à cette question car l'information n'est pas présente dans les événements fournis.,0.8617,Aucun document (Filtré par le seuil),,,0.8,3,
faiss_index_short,Question 1 :,Quel est le prix des places pour le spectacle 'Le Balcon : Les Lundis Musicaux' ?,Le prix est compris entre 12 et 30€.,"Les places pour les spectacles ""Le Balcon : Les Lundis Musicaux"" coûtent entre 12 et 30€.",0.8331,Doc 3 (Score: 0.7889999747276306) | Doc 64 (Score: 0.7839999794960022) | Doc 16 (Score: 0.781000018119812) | Doc 52 (Score: 0.7710000276565552) | Doc 48 (Score: 0.7699999809265137),Théâtre de l'Athénée Louis-Jouvet | Théâtre de l'Athénée Louis-Jouvet | Théâtre de l'Athénée Louis-Jouvet | Théâtre de l'Athénée Louis-Jouvet | Théâtre de l'Athénée Louis-Jouvet,2026-03-23T19:00:00+00:00 | 2025-12-22T19:00:00+00:00 | 2026-02-23T19:00:00+00:00 | 2026-01-12T19:00:00+00:00 | 2026-01-26T19:00:00+00:00,0.7,5,
faiss_index_short,Question 2 :,Qui assure la direction artistique de la pièce 'La Mouche' ?,"C'est la Compagnie Point Fixe, sous la direction de Valérie Lesort et Christian Hecq.",La direction artistique de la pièce *La Mouche* est assurée par Valérie Lesort et Christian Hecq.,0.8532,Doc 67 (Score: 0.7870000004768372),Théâtre des Bouffes du Nord,2025-12-04T19:00:00+00:00,0.7,5,
faiss_index_short,Question 3 :,Quelles sont les dates de représentation de 'Kohlhaas' ?,Du 24 mars 2026 au 1er avril 2026.,Les représentations de *Kohlhaas* ont lieu du 24 mars 2026 à 13h30 au 1er avril 2026 à 9h00.,0.8543,Doc 0 (Score: 0.7950000166893005),Théâtre Dunois,2026-03-24T13:30:00+00:00,0.7,5,
faiss_index_short,Question 4 :,"De quoi parle l'exposition 'Soulages, une autre lumière' ?",Elle présente l'œuvre sur papier de Pierre Soulages.,"L'exposition ""Soulages, une autre lumière"" présente l'œuvre sur papier de Pierre Soulages, un aspect important de son parcours artistique. Elle a lieu au Musée du Luxembourg à Paris.",0.879,Doc 53 (Score: 0.8299999833106995) | Doc 65 (Score: 0.7179999947547913) | Doc 85 (Score: 0.7170000076293945) | Doc 78 (Score: 0.703000009059906),Musée du Luxembourg | Cité des sciences et de l'Industrie | BARLONE | TLM,2025-09-08T08:30:00+00:00 | 2023-11-21T09:00:00+00:00 | 2025-11-29T21:30:00+00:00 | 2025-12-06T16:00:00+00:00,0.7,5,
faiss_index_short,Question 5 :,Y a-t-il un événement de recrutement pour la SNCF ?,"Oui, il y a une présentation du métier de Conducteur de Trains le 9 février 2026.","Oui, il y a un événement de recrutement pour la SNCF. Le 9 février 2026 à Paris, une présentation du métier de conducteur de trains et du processus de recrutement aura lieu à l'agence Argenteuil.",0.9272,Doc 26 (Score: 0.7319999933242798),Paris - Agence Argenteuil,2026-02-09T08:00:00+00:00,0.7,5,
faiss_index_short,Question 6 :,Quel compositeur est joué par Les Talens Lyriques dans 'Ascanio in Alba' ?,C'est une œuvre de Mozart.,Mozart.,0.8422,Doc 2 (Score: 0.8199999928474426) | Doc 56 (Score: 0.7440000176429749) | Doc 80 (Score: 0.7390000224113464) | Doc 50 (Score: 0.734000027179718) | Doc 5 (Score: 0.7329999804496765),Théâtre des Champs Elysées | Salle Cortot | Auditorium du Louvre | La Philharmonie de Paris | Salle Cortot,2026-03-25T18:30:00+00:00 | 2026-01-10T14:30:00+00:00 | 2025-12-05T19:00:00+00:00 | 2026-01-25T17:00:00+00:00 | 2026-03-21T19:00:00+00:00,0.7,5,
faiss_index_short,Question 7 :,Quels spectacles peut-on voir en mars 2026 ?,"En mars 2026, il y a 'Kohlhaas', 'Moi, Elles', 'Ascanio in Alba', 'Maison de Poupée' et 'Le Balcon'.",Je n'ai pas d'informations sur les spectacles prévus en mars 2026.,0.8513,Aucun document (Filtré par le seuil),,,0.7,5,
faiss_index_short,Question 8 :,Je cherche un spectacle lyrique ou un opéra. Que proposes-tu ?,Tu peux voir 'Ascanio in Alba' (Mozart) ou 'L'homme qui aimait les chiens' (opéra de chambre).,"Je te propose ""Les Talens Lyriques - Louis XIV au crépuscule"" à la Salle Cortot le 10 janvier 2026. C'est un spectacle lyrique. Les tarifs ne sont pas précisés.",0.8087,Doc 36 (Score: 0.7099999785423279) | Doc 84 (Score: 0.7099999785423279) | Doc 56 (Score: 0.7089999914169312) | Doc 68 (Score: 0.7049999833106995) | Doc 18 (Score: 0.7020000219345093),Théâtre des Gémeaux parisiens | Théâtre du Châtelet | Salle Cortot | Theatre de Belleville | Théâtre de la Tempête,2025-10-27T19:30:00+00:00 | 2025-11-30T10:00:00+00:00 | 2026-01-10T14:30:00+00:00 | 2024-07-02T08:00:00+00:00 | 2026-02-05T19:30:00+00:00,0.7,5,
faiss_index_short,Question 9 :,Y a-t-il des événements gratuits ou sur inscription ?,"Oui, 'Kohlhaas' est sur réservation (experts DRAC) et 'Moi, Elles' est sur inscription.",Les événements mentionnés ne précisent pas s'ils sont gratuits ou sur inscription.,0.7932,Aucun document (Filtré par le seuil),,,0.7,5,
faiss_index_short,Question 10 :,Quels sont les concerts de musique classique disponibles ?,"Il y a les concerts des 'Talens Lyriques', 'Le Balcon' (récital Contes) et 'Les Cris de Paris'.","Les événements mentionnés ne concernent pas spécifiquement de la musique classique, mais des récitals et concerts variés (contes, Noël à Broadway). Aucun concert de musique classique n'est listé.",0.8637,Doc 3 (Score: 0.7120000123977661) | Doc 64 (Score: 0.7110000252723694),Théâtre de l'Athénée Louis-Jouvet | Théâtre de l'Athénée Louis-Jouvet,2026-03-23T19:00:00+00:00 | 2025-12-22T19:00:00+00:00,0.7,5,
faiss_index_short,Question 11 :,Y a-t-il des spectacles de marionnettes ou visuels ?,"Oui, 'Maison de Poupée' par Plexus Polaire (Yngvild Aspeli) semble correspondre.","Non, il n'y a pas d'informations sur des spectacles de marionnettes ou visuels dans les événements fournis.",0.754,Aucun document (Filtré par le seuil),,,0.7,5,
faiss_index_short,Question 12 :,Donne-moi une idée de sortie culturelle pour février 2026.,"En février, il y a l'opéra 'L'homme qui aimait les chiens' (Court-Circuit).",Je n'ai pas d'informations sur les événements culturels prévus pour février 2026.,0.7722,Aucun document (Filtré par le seuil),,,0.7,5,
faiss_index_short,Question 13 :,Y a-t-il un concert de Beyoncé prévu ?,Je ne trouve aucune information sur un concert de Beyoncé dans les événements.,"Non, il n'y a pas d'information sur un concert de Beyoncé dans les événements fournis.",0.964,Aucun document (Filtré par le seuil),,,0.7,5,
faiss_index_short,Question 14 :,Quel est le programme du Festival d'Avignon 2026 ?,"Je ne dispose que des événements culturels à Paris (ou dans la base fournie), pas ceux d'Avignon.",Je n'ai pas d'informations sur le programme du Festival d'Avignon 2026 dans les événements fournis.,0.8679,Aucun document (Filtré par le seuil),,,0.7,5,
faiss_index_short,Question 15 :,Quels sont les horaires d'ouverture de la Tour Eiffel ?,"Je n'ai pas d'information sur les horaires touristiques de la Tour Eiffel, seulement sur des événements culturels ponctuels.",L'information sur les horaires d'ouverture de la Tour Eiffel n'est pas présente dans les événements fournis.,0.9455,Doc 30 (Score: 0.7289999723434448) | Doc 38 (Score: 0.7099999785423279) | Doc 29 (Score: 0.703000009059906),Stephenson Formation | Le Cordon Bleu Paris | FERRANDI Paris,2026-02-07T09:00:00+00:00 | 2026-01-31T13:30:00+00:00 | 2026-02-07T08:00:00+00:00,0.7,5,
faiss_index_short,Question 16 :,Y a-t-il un événement le 14 juillet 2030 ?,Je n'ai pas d'événements enregistrés pour cette date (ma base s'arrête avant).,L'information n'est pas présente dans les événements fournis.,0.8773,Aucun document (Filtré par le seuil),,,0.7,5,
faiss_index_short,Question 17 :,Qui a gagné le match PSG-OM hier ?,"Je suis un assistant culturel, je n'ai pas d'informations sur les résultats sportifs récents.",Je n'ai pas d'information sur le match PSG-OM d'hier.,0.8564,Aucun document (Filtré par le seuil),,,0.7,5,
faiss_index_short,Question 18 :,Je veux sortir.,"Quel type de sortie cherchez-vous ? (Théâtre, Concert, Exposition...)",Je n'ai pas d'informations sur les événements culturels ou sorties disponibles. Désolé !,0.8346,Aucun document (Filtré par le seuil),,,0.7,5,
faiss_index_short,Question 19 :,C'est combien ?,Le prix dépend de l'événement. De quel spectacle parlez-vous ?,"Les tarifs sont de 6 €, 8 € ou 14 € selon l'âge et la condition.",0.8344,Doc 63 (Score: 0.7129999995231628),Musée de la poste,2025-11-15T10:00:00+00:00,0.7,5,
faiss_index_short,Question 20 :,Est-ce que c'est bien ?,"Je peux vous donner la description des événements, mais je n'ai pas d'avis subjectif.",Je ne peux pas répondre à cette question car l'information n'est pas présente dans les événements fournis.,0.8618,Aucun document (Filtré par le seuil),,,0.7,5,
